,Color Name,Color Number,R,G,B,Lab L,Lab A,Lab B,Collection Name,Accent 1,Accent 2,Trim 1,Trim 2,Shade 1,Shade 2,Shade 3,Shade 4,Shade 5,Shade 6,Color Description
1505,IRIS MAUVE,PPG1016-5,179,155,148,65.8771084677,7.69017650033,6.92689223178,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1016-1,PPG1016-2,PPG1016-3,PPG1016-4,PPG1016-6,PPG1016-7,This café inspired color can be used in a serene room of your choice. Pair with lighter pinks and gold accents for a lovely complement.
1505,IRIS MAUVE,PPG1016-5,179,155,148,65.8771084677,7.69017650033,6.92689223178,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1016-1,PPG1016-2,PPG1016-3,PPG1016-4,PPG1016-6,PPG1016-7,This hushed brown is a beautiful taupe brown that is perfect for a bedroom.  Pair with lighter woods and soft light area carpets.
1506,WOODCHUCK,PPG1016-6,142,116,108,51.06510787770001,8.85197917332,8.2370015733,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1016-1,PPG1016-2,PPG1016-3,PPG1016-4,PPG1016-5,PPG1016-7,"Tawny brown is perfect for inspiring warmth in any room.  Pair with lighter woods, add golds and oranges, even teals for a stunning effect. "
1506,WOODCHUCK,PPG1016-6,142,116,108,51.06510787770001,8.85197917332,8.2370015733,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1016-1,PPG1016-2,PPG1016-3,PPG1016-4,PPG1016-5,PPG1016-7,This midtoned brown is an elegant accent wall.  Pair with light rose inspired walls for a contemplative atmosphere.
1507,SPICED WINE,PPG1016-7,102,73,66,33.9487086113,11.2879501493,9.0546517325,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1016-1,PPG1016-2,PPG1016-3,PPG1016-4,PPG1016-5,PPG1016-6,"This warm, rich brown makes a perfect color for an accent wall or exterior trim, including garage doors.  Beautiful when paired light or muted teals.  "
1508,TOUCHABLE,PPG1017-1,236,223,216,89.6577768366,3.24973460004,5.00467026048,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-2,PPG1017-3,PPG1017-4,PPG1017-5,PPG1017-6,PPG1017-7,"This soft neutral warm tan is a perfect overall color for any home looking for a subtle rich tender background. Pink and peachy undertones make this a perfect neutral for a bedroom, bath or nursery.  Pair with white or deep-toned woods for rich feel. "
1509,FIRST KISS,PPG1017-2,217,202,195,82.34299234779999,4.0336333498900006,5.361671422380001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-3,PPG1017-4,PPG1017-5,PPG1017-6,PPG1017-7,Tender warm tan is a perfect color for inspiring tropical or Southwestern-style homes.  Use on stucco exteriors and overall sunny interiors. 
1510,FOND MEMORY,PPG1017-3,200,188,183,77.08017383640001,3.3552623840099995,4.03497272204,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-4,PPG1017-5,PPG1017-6,PPG1017-7,This rich neutral tan is a beautiful overall color for a living space or a bedroom.   Cherry and mahogany accents carry this scheme well. 
1510,FOND MEMORY,PPG1017-3,200,188,183,77.08017383640001,3.3552623840099995,4.03497272204,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-4,PPG1017-5,PPG1017-6,PPG1017-7,A lush tan that would create a wonderful bedroom color.  Pair with darker brown and pink pillows as lovely accents.
1510,FOND MEMORY,PPG1017-3,200,188,183,77.08017383640001,3.3552623840099995,4.03497272204,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-4,PPG1017-5,PPG1017-6,PPG1017-7,This light taupe shade can be a main wall for any room of your choice.  It's very soft and luxurious.
1511,RIVETER ROSE,PPG1017-4,183,169,162,70.21255892180001,3.82708980927,5.4209652226800005,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-3,PPG1017-5,PPG1017-6,PPG1017-7,"Mid-tone and rich neutral, this tan is perfect for an overall room color, especially in a bedroom or study.  Compliment with deep-toned wood and gold or copper accents. "
1512,CINNAMON TOAST,PPG1017-5,141,125,119,53.6667706783,5.05852723189,5.49981996228,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-3,PPG1017-4,PPG1017-6,PPG1017-7,"Soft neutral brown, this color works well for an overall exterior color when paired with ripe rich brown (try Sarsaparilla PPG 1018-7).  "
1513,BOLD BRANDY,PPG1017-6,121,102,96,44.8188762498,6.527024040780001,6.19961253121,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-3,PPG1017-4,PPG1017-5,PPG1017-7,"The red tones in this brown make it the perfect color for a study, home theater or man-cave.   Deep orange, rust or blue accents work well here. "
1514,CHOCOLATE PRETZEL,PPG1017-7,96,80,75,35.4637520343,5.75228598801,5.42106767095,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-3,PPG1017-4,PPG1017-5,PPG1017-6,"Soft, neutral brown is perfect for an exterior trim, including garage doors.  Also used as an accent wall in a bedroom with soft pink accents create a soothing environment. "
1514,CHOCOLATE PRETZEL,PPG1017-7,96,80,75,35.4637520343,5.75228598801,5.42106767095,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1017-1,PPG1017-2,PPG1017-3,PPG1017-4,PPG1017-5,PPG1017-6,"This exterior inspired color is perfect for trim colors and or garage doors.  On the inside, create an elegant dark room."
1515,STEEL ME,PPG1018-1,221,213,206,85.7142179339,1.53105753193,4.42290286629,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-2,PPG1018-3,PPG1018-4,PPG1018-5,PPG1018-6,PPG1018-7,A graceful grey/beige is a beautiful and soft selection for an overall interior color.  Pair with white or deep grey trim for an updated fresh feel.
1515,STEEL ME,PPG1018-1,221,213,206,85.7142179339,1.53105753193,4.42290286629,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-2,PPG1018-3,PPG1018-4,PPG1018-5,PPG1018-6,PPG1018-7,This perfect neutral creates a soothing main wall for any interior.  Pair with natural woods to excite a bit of texture in this space.
1515,STEEL ME,PPG1018-1,221,213,206,85.7142179339,1.53105753193,4.42290286629,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-2,PPG1018-3,PPG1018-4,PPG1018-5,PPG1018-6,PPG1018-7,Want a Southwest theme?  Try this clay to overshadow your wall. Add pops of teal accents.
1516,MY ALIBI,PPG1018-2,212,203,196,82.2144104858,1.9014815107799998,4.590066339780001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-3,PPG1018-4,PPG1018-5,PPG1018-6,PPG1018-7,"A light, neutral great grey/beige, this color makes any room fresh and warm at the same time.  Use with white as an accent and use PPG 1018-1 Steel Me for a Ceiling color for a well-designed appeal. "
1517,CITY STREET,PPG1018-3,186,178,171,73.0368218104,1.59721080296,4.57883835275,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-2,PPG1018-4,PPG1018-5,PPG1018-6,PPG1018-7,"Mid-toned greige, this neutral is perfect for an overall exterior color when paired with black or navy trim.  As an interior it ads softness to a background for a stunning room. "
1518,WINTER'S NAP,PPG1018-4,169,159,151,66.1098567413,2.2119832401400004,5.467522506980001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-2,PPG1018-3,PPG1018-5,PPG1018-6,PPG1018-7,"Warm, taupy greige, this complex color pairs well with warm granites and warm woods.  Use in a bedroom or as an overall color and pair with white or deep trim and silver accents. "
1518,WINTER'S NAP,PPG1018-4,169,159,151,66.1098567413,2.2119832401400004,5.467522506980001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-2,PPG1018-3,PPG1018-5,PPG1018-6,PPG1018-7,A graceful grey is a perfect selection for a quiet space for contemplation.  Darker wood accents would warm up this elegant color. 
1519,TALAVERA,PPG1018-5,160,146,139,61.5642301996,3.9554522394199996,5.57988722038,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-2,PPG1018-3,PPG1018-4,PPG1018-6,PPG1018-7,"A rosy, greige, choose this color for spaces where warmth is required.  Pairs well with light woods and accents of blue or teal.  "
1520,FLIPPER,PPG1018-6,127,114,107,49.017727128400004,3.7825620778300006,5.708863850069999,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-2,PPG1018-3,PPG1018-4,PPG1018-5,PPG1018-7,"Luscious greige, this deep tone is soft and warm, more taupe than grey.  A perfect exterior color or as a rich color for a bedroom accent wall.  "
1521,SARSAPARILLA,PPG1018-7,91,76,68,33.585247149000004,4.86322472254,7.09557766278,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-2,PPG1018-3,PPG1018-4,PPG1018-5,PPG1018-6,"One of our most popular rich brown tones, this soft and gentle brown is a perfect exterior trim or interior accent wall.  Pairs well with warm woods and muted hues.  "
1521,SARSAPARILLA,PPG1018-7,91,76,68,33.585247149000004,4.86322472254,7.09557766278,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1018-1,PPG1018-2,PPG1018-3,PPG1018-4,PPG1018-5,PPG1018-6,A classic rich brown adds warmth to any room.  Perfect for a small bathroom to add a sense of drama.
1522,TOASTED MARSHMALLOW,PPG1019-1,234,225,214,89.95136293040001,1.19120580384,6.45647790515,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-2,PPG1019-3,PPG1019-4,PPG1019-5,PPG1019-6,PPG1019-7,"This tan is heavenly on cabinetry or as an overall room color.  Apply with white trim and light woods for a happy, sunny room.  "
1523,IN THE BUFF,PPG1019-2,214,203,191,82.2550000461,1.7761895270599997,7.33890211402,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-3,PPG1019-4,PPG1019-5,PPG1019-6,PPG1019-7,This beautiful neutral greige is a perfect overall wall color for the entire home or even a bedroom.  Lovely when paired with white trim. 
1524,LEGENDARY,PPG1019-3,198,186,175,76.20361240609999,2.3518429897999997,7.086363843260001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-4,PPG1019-5,PPG1019-6,PPG1019-7,"Warm greige is, well, ""legendary.""  A popular warm grey, this mid-tone works well with light or honeyed woods and light or dark trim. "
1524,LEGENDARY,PPG1019-3,198,186,175,76.20361240609999,2.3518429897999997,7.086363843260001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-4,PPG1019-5,PPG1019-6,PPG1019-7,A beautiful heirloom taupe creates a wonderful ambiance for any living area.  It also is a great selection for an exterior home trimmed in white.
1524,LEGENDARY,PPG1019-3,198,186,175,76.20361240609999,2.3518429897999997,7.086363843260001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-4,PPG1019-5,PPG1019-6,PPG1019-7,The most beautiful taupe can be used in an interior on all main walls.  Deep charcoal greys create an elegant contrast in adjacent areas of the space.
1524,LEGENDARY,PPG1019-3,198,186,175,76.20361240609999,2.3518429897999997,7.086363843260001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-4,PPG1019-5,PPG1019-6,PPG1019-7,"Try this mocha inspired color on all main walls.  It is very calming and soothing.  For accents, add berry toned hues."
1525,SIMMERING SMOKE,PPG1019-4,169,159,150,66.08488328050001,2.0398648179700003,5.9899888437,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-3,PPG1019-5,PPG1019-6,PPG1019-7,"Deep mid-tone warm grey/beige, apply this soothing color on a kitchen island for a beautiful accent.  Works well with creamy cabinetry for an updated look. "
1525,SIMMERING SMOKE,PPG1019-4,169,159,150,66.08488328050001,2.0398648179700003,5.9899888437,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-3,PPG1019-5,PPG1019-6,PPG1019-7,This hazy cocoa color is perfect for a main wall color.  Trim in lighter creams and accent with black hues.
1526,WILD WILDERNESS,PPG1019-5,145,133,124,56.337579183,2.9167158496499996,6.47845891585,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-3,PPG1019-4,PPG1019-6,PPG1019-7,This delicious deep greige can be used as a bedroom or bath color or as an accent wall in your home. Lighter neutrals pair nicely on the adjoining wall areas.
1527,TATTLE TAIL,PPG1019-6,128,115,106,49.3643051887,3.4295833715400006,6.8079275951,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-3,PPG1019-4,PPG1019-5,PPG1019-7,This stunning color works beautifully as a kitchen island cabinetry shade especially when paired with marble counters.  Use on an exterior as a trim with lighter greige body color. 
1527,TATTLE TAIL,PPG1019-6,128,115,106,49.3643051887,3.4295833715400006,6.8079275951,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-3,PPG1019-4,PPG1019-5,PPG1019-7,A soft midtoned brown establishes a snuggly essense for a bedroom.  Light creams are wonderful accents for this dreamy color.
1528,INTRIGUE,PPG1019-7,99,89,81,38.536357430900004,2.55843137533,6.09986876028,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1019-1,PPG1019-2,PPG1019-3,PPG1019-4,PPG1019-5,PPG1019-6,This stunning color is exquisite on exterior trim and door. On interiors use as an accent wall or behind a media center or book case for depth and quiet. 
1529,ATRIUM WHITE,PPG1020-1,241,238,228,94.07732878290001,-0.717312516858,5.18061298925,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,"For a contemporary interior, select this white for all walls. Pair with gold metal accents and clean glass accessories for this glamourous atmosphere."
1529,ATRIUM WHITE,PPG1020-1,241,238,228,94.07732878290001,-0.717312516858,5.18061298925,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,A light yellow tint is a perfect trim color.  It pairs with warm shades for main wall colors.
1529,ATRIUM WHITE,PPG1020-1,241,238,228,94.07732878290001,-0.717312516858,5.18061298925,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,Looking for an elegant cream?  This white works as a trim color and also a beautiful main wall for any space.
1529,ATRIUM WHITE,PPG1020-1,241,238,228,94.07732878290001,-0.717312516858,5.18061298925,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,"A very popular trim color that coordinates with many colors.  For a clean crisp wall, use on all walls."
1530,MAYBE MUSHROOM,PPG1020-2,226,216,203,86.79675804860001,1.22860506519,7.619702358600001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,"For a traditional style, this tan works perfectly in any space. Pair with navy tones or charcoal for contrast."
1530,MAYBE MUSHROOM,PPG1020-2,226,216,203,86.79675804860001,1.22860506519,7.619702358600001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,"This very soft beige is perfect for a main wall.  For a transitional feel, accent with black, charcoals and whites."
1530,MAYBE MUSHROOM,PPG1020-2,226,216,203,86.79675804860001,1.22860506519,7.619702358600001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,A serene tan is a very elegant main wall selection.  Stronger greyed beiges will create a monochromatic atmosphere.
1531,WHIPPET,PPG1020-3,206,193,181,78.8094277806,2.52669261536,7.669420024510001,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-4,PPG1020-5,PPG1020-6,PPG1020-7,An excellent choice for a graceful warm neutral which is pleasant for a living room.  Pair with white trim and accent with earth toned reds and greens to harmonize this space.
1532,EL CAPITAN,PPG1020-4,183,166,150,69.1423097612,3.4984582826599997,10.51744076,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-3,PPG1020-5,PPG1020-6,PPG1020-7,This sumptuous greige brings a chic flavor into a living room. It is appropriately coordinated with dusky teals or muted plums.
1532,EL CAPITAN,PPG1020-4,183,166,150,69.1423097612,3.4984582826599997,10.51744076,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-3,PPG1020-5,PPG1020-6,PPG1020-7,A popular tan that can be used in any area of the home.  Accent with traditional navy and this speaks tradition throughout this unitfied space. 
1533,EARL GRAY,PPG1020-5,166,151,138,63.40536365,3.3072520626,8.84819138245,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-6,PPG1020-7,"This complex deep greige is a brilliant selection for an accent wall, study or bedroom. Pair with lighter neutrals as companions on surrounding walls."
1533,EARL GRAY,PPG1020-5,166,151,138,63.40536365,3.3072520626,8.84819138245,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-6,PPG1020-7,A subdued  brown can be used on all interior walls.  It is also an excellent choice for an exterior body of the home.
1534,WICKER BASKET,PPG1020-6,132,117,103,50.2250806091,3.39611115089,9.84769002963,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-7,Rich deep grey/brown can be used as an accent wall in your home. Lighter neutrals pair nicely on the adjoining wall areas.
1535,MONKEY MADNESS,PPG1020-7,99,88,76,38.117563082,2.30155802932,8.59542740753,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,"This rich warm deep brown can be used as an accent wall, behind a bed or behind a media center or book case for depth and quiet.  Great exterior trim color."
1535,MONKEY MADNESS,PPG1020-7,99,88,76,38.117563082,2.30155802932,8.59542740753,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1020-1,PPG1020-2,PPG1020-3,PPG1020-4,PPG1020-5,PPG1020-6,A grounding deep brown is perfect for an exterior accent on railings or garage doors.  Natural woods and brick textures are excellent surrounding choices.
1536,FOREVER FAITHFUL,PPG1047-1,239,230,225,91.85554886700001,2.18433909097,3.5062603441,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-6,PPG1047-7,"A beautiful neutral, this light pink/purple inspires dreamy romance and soft sophistication.  Use in any space for a warm embraced feeling. "
1536,FOREVER FAITHFUL,PPG1047-1,239,230,225,91.85554886700001,2.18433909097,3.5062603441,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-6,PPG1047-7,"For a hint of frosted glow, this peach is an elegant selection for a dining room.  It may also be used as a trim color."
1537,LOST LOVE,PPG1047-2,229,215,212,87.00321171870002,4.29520047314,3.19667596262,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-6,PPG1047-7,"For a relaxing and comforting space, use this warm pinky-mauve for a bedroom. Apply white trim for a clean contrast."
1538,JUST GORGEOUS,PPG1047-3,214,196,193,80.53092962,5.80095370897,3.7823514891400003,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-4,PPG1047-5,PPG1047-6,PPG1047-7,A soothing mid-toned rose this subtle flesh tone brings warmth and a subtle surprise into the bedroom. Use on all four walls or with an accent of PPG 1047-5 or as trim color. 
1539,ANCESTRAL,PPG1047-4,208,193,195,79.3229418628,5.607741946869999,0.889704847859,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-5,PPG1047-6,PPG1047-7,A great color for a meditation space or to use with greyed or charcoal cabinets in a bathroom.   Pairs well with white marble and silver accents. 
1539,ANCESTRAL,PPG1047-4,208,193,195,79.3229418628,5.607741946869999,0.889704847859,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-5,PPG1047-6,PPG1047-7,This elegant heathered rose creates a soothing atmoshpere.  Coordinate with white trim and wicker elements of furniture pieces.
1539,ANCESTRAL,PPG1047-4,208,193,195,79.3229418628,5.607741946869999,0.889704847859,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-5,PPG1047-6,PPG1047-7,This peaceful rose is perfect for a nursery space.  White trim is an elegant color along with contrasting charcoal accents.
1540,COFFEE CUSTARD,PPG1047-5,171,155,156,65.3585720293,6.03837061148,1.6043266557299998,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-6,PPG1047-7,A delicious color to accent today's modern grey interiors.  Use in a bedroom or meditation space with lighter grey or greyed white trim. 
1541,CHOO CHOO,PPG1047-6,134,117,120,50.859091032799995,7.12542331868,0.771227048724,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-7,This greyed-purple is a perfect accent wall to lighter versions or as an overall color for a quiet contemplative space.  
1541,CHOO CHOO,PPG1047-6,134,117,120,50.859091032799995,7.12542331868,0.771227048724,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-7,This rose infused brown creates a luxuerious space.  Use lighter grey for a trim area as well as lighter natural wood accents for visual interest.
1542,CAROB CHIP,PPG1047-7,90,72,75,32.5170276133,8.19010799272,1.0962436594,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-6,"This deep, deep neutral purple makes a great dining room background color.  Use with vibrantly colored artwork and rich, golden lighting for a delightful room for lively entertainment."
1542,CAROB CHIP,PPG1047-7,90,72,75,32.5170276133,8.19010799272,1.0962436594,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-6,"For a rich accent color, select this elegant rasberry.  Use lighter plum shades on the surrounding walls for a monochromatic feel."
1542,CAROB CHIP,PPG1047-7,90,72,75,32.5170276133,8.19010799272,1.0962436594,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1047-1,PPG1047-2,PPG1047-3,PPG1047-4,PPG1047-5,PPG1047-6,This hazy violet is perfect for a lovely bedroom.  It can be expressed on all wall colors.
1543,SNOWY MOUNT,PPG1049-1,241,238,235,94.24738243360001,0.478631695031,1.79457712387,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-5,PPG1049-6,PPG1049-7,"Soft pinkened off-white, this lovely color is perfect for subtle sweetness as an overall room color or a delightful trim for a deeper toned rose room. "
1544,SWEET BIANCA,PPG1049-2,238,218,221,88.70519909299999,7.37236714084,1.01418710214,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-3,PPG1049-4,PPG1049-5,PPG1049-6,PPG1049-7,"Rosy and warm, use this Millennial-inspired pink color anywhere. Makes a sweet and embracing bedroom or a lovely spa-like bathroom.  "
1545,NOSTALGIA,PPG1049-3,214,184,189,77.4314365592,11.537507494300002,1.44211794439,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-4,PPG1049-5,PPG1049-6,PPG1049-7,"Vintage-inspired rosy pink, use this anywhere for a delicate joyful experience.  Pair with deep-toned woods and dusty cranberry colors. "
1546,LIGHTHEARTED ROSE,PPG1049-4,199,161,169,69.8224531014,15.2724770609,1.1651109925,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-5,PPG1049-6,PPG1049-7,"Mid-toned vintage rose, use this in a bedroom, bathroom or dressing room for sweet and gentle confidence to the beginning to the day.  Pair with creamy off-white trim. "
1546,LIGHTHEARTED ROSE,PPG1049-4,199,161,169,69.8224531014,15.2724770609,1.1651109925,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-5,PPG1049-6,PPG1049-7,Living in a Victorian home?  This is a perfect rose for a stitting room.  Coordinate with dark wood accents.
1547,MAUVE MADNESS,PPG1049-5,170,121,130,55.920829232399996,20.4720710086,2.7325975713700004,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-6,PPG1049-7,A soothing mid-toned rose brings comfort into the bedroom. This can be used as an accent or apply on all four walls.
1547,MAUVE MADNESS,PPG1049-5,170,121,130,55.920829232399996,20.4720710086,2.7325975713700004,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-6,PPG1049-7,This is a great choice for a front door color.  Companion a midtoned tan for the exterior body color.
1548,CABERNET,PPG1049-6,142,91,104,44.5656786134,22.8194163048,1.2976510397399998,Red Paint Colors,PPG1084-4,PPG14-32,PPG1073-1,PPG1001-1,PPG1049-1,PPG1049-2,PPG1049-3,PPG1049-4,PPG1049-5,PPG1049-7,"A great color for a dining room or wine-tasting room, the warmth and softness makes everything taste better.  Pair with deep toned woods. "
